Station,Stn Type,Crime Group - Full,Number of Crimes
LEYTONSTONE HIGH ROAD,Mainline Stn,Weapons,1
LEYTONSTONE HIGH ROAD,Mainline Stn,Criminal Damage,1
LEYTONSTONE HIGH ROAD,Mainline Stn,Robbery,1
LEYTONSTONE HIGH ROAD,Mainline Stn,Public Order (Serious),2
LEYTONSTONE HIGH ROAD,Mainline Stn,Public Order (Serious),2
LEYTONSTONE HIGH ROAD,Mainline Stn,Fraud (Less Serious),3
LEYTONSTONE HIGH ROAD,Mainline Stn,Fraud (Less Serious),4
LEYTONSTONE HIGH ROAD,Mainline Stn,Drugs,11
LILLIE BRIDGE DEPOT,TfL Stn,Theft Cable & Plant,1
LILLIE BRIDGE DEPOT,TfL Stn,Graffiti,1
LIMEHOUSE,Mainline Stn,Line of Route (Less Serious),1
LIMEHOUSE,Mainline Stn,Burglary & Theft Railway,1
LIMEHOUSE,Mainline Stn,Theft Cable & Plant,2
LIMEHOUSE,Mainline Stn,Public Order (Serious),1
LIMEHOUSE,DLR Stn,Line of Route (Serious),1
LIMEHOUSE,DLR Stn,Line of Route (Less Serious),1
LIMEHOUSE,DLR Stn,Drugs,1
LIMEHOUSE,Mainline Stn,Theft of Passenger Property,1
LIMEHOUSE,Mainline Stn,Robbery,1
LIMEHOUSE,DLR Stn,Violence,1
LIMEHOUSE,DLR Stn,Theft of Passenger Property,2
LIMEHOUSE,DLR Stn,Theft of Passenger Property,1
LIMEHOUSE,Mainline Stn,Violence,2
LIMEHOUSE,Mainline Stn,Violence,1
LIMEHOUSE,Mainline Stn,Violence,1
LIMEHOUSE,Mainline Stn,Theft of Passenger Property,1
LIMEHOUSE,Mainline Stn,Public Order (Less Serious),1
LIMEHOUSE,Mainline Stn,Fraud (Less Serious),1
LIMEHOUSE,DLR Stn,Violence,2
LIMEHOUSE,DLR Stn,Violence,1
LIMEHOUSE,DLR Stn,Violence,1
LIMEHOUSE,DLR Stn,Sex,1
LIMEHOUSE,DLR Stn,Criminal Damage,1
LIMEHOUSE,DLR Stn,Graffiti,1
LIMEHOUSE,DLR Stn,Theft of Passenger Property,1
LIMEHOUSE,DLR Stn,Pedal Cycle,2
LIMEHOUSE,DLR Stn,Robbery,1
LIMEHOUSE,DLR Stn,Burglary & Theft Railway,2
LIMEHOUSE,DLR Stn,Public Order (Serious),1
LIMEHOUSE,DLR Stn,Public Order (Serious),1
LIMEHOUSE,DLR Stn,Public Order (Less Serious),1
LIMEHOUSE,DLR Stn,Public Order (Less Serious),1
LIMEHOUSE,DLR Stn,Public Order (Less Serious),1
LIMEHOUSE,DLR Stn,Fraud (Serious),1
LIMEHOUSE,DLR Stn,Fraud (Less Serious),3
LIMEHOUSE,DLR Stn,Drugs,7
LIMEHOUSE,DLR Stn,Drugs,1
LIMEHOUSE,DLR Stn,Drugs,1
LIMEHOUSE,DLR Stn,Other (Serious),1
LIMEHOUSE,DLR Stn,Other (Serious),1
LIVERPOOL STREET,Mainline Stn,Violence,2
LIVERPOOL STREET,Mainline Stn,Weapons,1
LIVERPOOL STREET,Mainline Stn,Weapons,1
LIVERPOOL STREET,Mainline Stn,Criminal Damage,1
LIVERPOOL STREET,Mainline Stn,Criminal Damage,1
LIVERPOOL STREET,Mainline Stn,Graffiti,3
LIVERPOOL STREET,Mainline Stn,Graffiti,10
LIVERPOOL STREET,Mainline Stn,Line of Route (Serious),2
LIVERPOOL STREET,Mainline Stn,Line of Route (Less Serious),5
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,7
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,5
LIVERPOOL STREET,Mainline Stn,Pedal Cycle,1
LIVERPOOL STREET,Mainline Stn,Burglary & Theft Railway,1
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),1
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),2
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Drugs,2
LIVERPOOL STREET,Mainline Stn,Other (Serious),1
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),1
LIVERPOOL STREET,TfL Stn,Violence,2
LIVERPOOL STREET,TfL Stn,Line of Route (Serious),1
LIVERPOOL STREET,TfL Stn,Line of Route (Less Serious),1
LIVERPOOL STREET,TfL Stn,Line of Route (Less Serious),1
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,1
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,1
LIVERPOOL STREET,TfL Stn,Theft Cable & Plant,1
LIVERPOOL STREET,TfL Stn,Public Order (Serious),1
LIVERPOOL STREET,TfL Stn,Public Order (Less Serious),1
LIVERPOOL STREET,TfL Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,7
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,2
LIVERPOOL STREET,Mainline Stn,Sex,1
LIVERPOOL STREET,Mainline Stn,Sex,2
LIVERPOOL STREET,Mainline Stn,Criminal Damage,4
LIVERPOOL STREET,Mainline Stn,Graffiti,1
LIVERPOOL STREET,Mainline Stn,Line of Route (Serious),2
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,19
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,5
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,41
LIVERPOOL STREET,Mainline Stn,Pedal Cycle,1
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),2
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),5
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),12
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),2
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),5
LIVERPOOL STREET,Mainline Stn,Fraud (Less Serious),4
LIVERPOOL STREET,Mainline Stn,Fraud (Less Serious),3
LIVERPOOL STREET,Mainline Stn,Fraud (Less Serious),3
LIVERPOOL STREET,Mainline Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Other (Serious),1
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),1
LIVERPOOL STREET,TfL Stn,Violence,4
LIVERPOOL STREET,TfL Stn,Violence,5
LIVERPOOL STREET,TfL Stn,Violence,3
LIVERPOOL STREET,TfL Stn,Violence,1
LIVERPOOL STREET,TfL Stn,Sex,3
LIVERPOOL STREET,TfL Stn,Sex,22
LIVERPOOL STREET,TfL Stn,Line of Route (Serious),1
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,78
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,1
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,19
LIVERPOOL STREET,TfL Stn,Public Order (Serious),1
LIVERPOOL STREET,TfL Stn,Public Order (Less Serious),4
LIVERPOOL STREET,TfL Stn,Fraud (Less Serious),1
LIVERPOOL STREET,TfL Stn,Other (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,18
LIVERPOOL STREET,Mainline Stn,Violence,4
LIVERPOOL STREET,Mainline Stn,Violence,44
LIVERPOOL STREET,Mainline Stn,Violence,3
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,3
LIVERPOOL STREET,Mainline Stn,Violence,4
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,3
LIVERPOOL STREET,Mainline Stn,Violence,9
LIVERPOOL STREET,Mainline Stn,Violence,3
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Violence,1
LIVERPOOL STREET,Mainline Stn,Weapons,4
LIVERPOOL STREET,Mainline Stn,Weapons,1
LIVERPOOL STREET,Mainline Stn,Sex,2
LIVERPOOL STREET,Mainline Stn,Sex,1
LIVERPOOL STREET,Mainline Stn,Sex,4
LIVERPOOL STREET,Mainline Stn,Sex,1
LIVERPOOL STREET,Mainline Stn,Criminal Damage,2
LIVERPOOL STREET,Mainline Stn,Criminal Damage,2
LIVERPOOL STREET,Mainline Stn,Graffiti,1
LIVERPOOL STREET,Mainline Stn,Line of Route (Serious),1
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,32
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,4
LIVERPOOL STREET,Mainline Stn,Theft of Passenger Property,54
LIVERPOOL STREET,Mainline Stn,Pedal Cycle,1
LIVERPOOL STREET,Mainline Stn,Pedal Cycle,1
LIVERPOOL STREET,Mainline Stn,Pedal Cycle,24
LIVERPOOL STREET,Mainline Stn,Burglary & Theft Railway,1
LIVERPOOL STREET,Mainline Stn,Burglary & Theft Railway,3
LIVERPOOL STREET,Mainline Stn,Burglary & Theft Railway,112
LIVERPOOL STREET,Mainline Stn,Burglary & Theft Railway,1
LIVERPOOL STREET,Mainline Stn,Theft Cable & Plant,1
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),3
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),2
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),1
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),8
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),8
LIVERPOOL STREET,Mainline Stn,Public Order (Serious),6
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),2
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),39
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),6
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),38
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Public Order (Less Serious),2
LIVERPOOL STREET,Mainline Stn,Fraud (Serious),2
LIVERPOOL STREET,Mainline Stn,Fraud (Serious),1
LIVERPOOL STREET,Mainline Stn,Fraud (Serious),6
LIVERPOOL STREET,Mainline Stn,Fraud (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Fraud (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Fraud (Less Serious),17
LIVERPOOL STREET,Mainline Stn,Drugs,15
LIVERPOOL STREET,Mainline Stn,Drugs,7
LIVERPOOL STREET,Mainline Stn,Drugs,2
LIVERPOOL STREET,Mainline Stn,Drugs,2
LIVERPOOL STREET,Mainline Stn,Drugs,1
LIVERPOOL STREET,Mainline Stn,Drugs,3
LIVERPOOL STREET,Mainline Stn,Other (Serious),2
LIVERPOOL STREET,Mainline Stn,Other (Serious),3
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),2
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),7
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),4
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),1
LIVERPOOL STREET,Mainline Stn,Other (Less Serious),1
LIVERPOOL STREET,TfL Stn,Violence,1
LIVERPOOL STREET,TfL Stn,Violence,2
LIVERPOOL STREET,TfL Stn,Violence,13
LIVERPOOL STREET,TfL Stn,Violence,1
LIVERPOOL STREET,TfL Stn,Violence,1
LIVERPOOL STREET,TfL Stn,Violence,1
LIVERPOOL STREET,TfL Stn,Violence,3
LIVERPOOL STREET,TfL Stn,Weapons,1
LIVERPOOL STREET,TfL Stn,Sex,2
LIVERPOOL STREET,TfL Stn,Criminal Damage,1
LIVERPOOL STREET,TfL Stn,Line of Route (Serious),1
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,18
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,1
LIVERPOOL STREET,TfL Stn,Theft of Passenger Property,4
LIVERPOOL STREET,TfL Stn,Burglary & Theft Railway,1
LIVERPOOL STREET,TfL Stn,Theft Cable & Plant,1
LIVERPOOL STREET,TfL Stn,Public Order (Serious),2
LIVERPOOL STREET,TfL Stn,Public Order (Serious),1
LIVERPOOL STREET,TfL Stn,Public Order (Serious),2
LIVERPOOL STREET,TfL Stn,Public Order (Serious),4
LIVERPOOL STREET,TfL Stn,Public Order (Serious),3
LIVERPOOL STREET,TfL Stn,Public Order (Less Serious),5
LIVERPOOL STREET,TfL Stn,Public Order (Less Serious),1
LIVERPOOL STREET,TfL Stn,Public Order (Less Serious),4
LIVERPOOL STREET,TfL Stn,Public Order (Less Serious),1
LIVERPOOL STREET,TfL Stn,Fraud (Serious),1
LIVERPOOL STREET,TfL Stn,Fraud (Serious),2
LIVERPOOL STREET,TfL Stn,Fraud (Less Serious),3
LIVERPOOL STREET,TfL Stn,Fraud (Less Serious),14
LIVERPOOL STREET,TfL Stn,Drugs,1
LIVERPOOL STREET,TfL Stn,Other (Serious),1
LLOYD PARK,Croydon Tramlink,Fraud (Less Serious),1
LLOYD PARK,Croydon Tramlink,Drugs,1
LLOYD PARK,Croydon Tramlink,Other (Less Serious),1
LLOYD PARK,Croydon Tramlink,Other (Less Serious),1
LLOYD PARK,Croydon Tramlink,Violence,1
LLOYD PARK,Croydon Tramlink,Sex,1
LLOYD PARK,Croydon Tramlink,Fraud (Less Serious),2
LLOYD PARK,Croydon Tramlink,Violence,1
LLOYD PARK,Croydon Tramlink,Sex,1
LLOYD PARK,Croydon Tramlink,Line of Route (Serious),1
LLOYD PARK,Croydon Tramlink,Theft of Passenger Property,1
LLOYD PARK,Croydon Tramlink,Public Order (Less Serious),1
LLOYD PARK,Croydon Tramlink,Fraud (Less Serious),2
LLOYD PARK,Croydon Tramlink,Drugs,3
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Graffiti,2
LONDON BRIDGE,Mainline Stn,Line of Route (Less Serious),14
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,2
LONDON BRIDGE,Mainline Stn,Robbery,1
LONDON BRIDGE,Mainline Stn,Burglary & Theft Railway,1
LONDON BRIDGE,Mainline Stn,Burglary & Theft Railway,1
LONDON BRIDGE,Mainline Stn,Burglary & Theft Railway,1
LONDON BRIDGE,Mainline Stn,Public Order (Serious),1
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),2
LONDON BRIDGE,Mainline Stn,Fraud (Serious),1
LONDON BRIDGE,Mainline Stn,Fraud (Less Serious),1
LONDON BRIDGE,Mainline Stn,Drugs,1
LONDON BRIDGE,Mainline Stn,Other (Serious),1
LONDON BRIDGE,TfL Stn,Weapons,1
LONDON BRIDGE,TfL Stn,Line of Route (Less Serious),1
LONDON BRIDGE,TfL Stn,Theft of Passenger Property,1
LONDON BRIDGE,TfL Stn,Theft of Passenger Property,1
LONDON BRIDGE,TfL Stn,Public Order (Serious),1
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),1
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),1
LONDON BRIDGE,Mainline Stn,Violence,4
LONDON BRIDGE,Mainline Stn,Violence,6
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Sex,2
LONDON BRIDGE,Mainline Stn,Sex,5
LONDON BRIDGE,Mainline Stn,Graffiti,3
LONDON BRIDGE,Mainline Stn,Line of Route (Serious),1
LONDON BRIDGE,Mainline Stn,Line of Route (Serious),1
LONDON BRIDGE,Mainline Stn,Line of Route (Less Serious),1
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,29
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,6
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,26
LONDON BRIDGE,Mainline Stn,Robbery,1
LONDON BRIDGE,Mainline Stn,Public Order (Serious),1
LONDON BRIDGE,Mainline Stn,Public Order (Serious),3
LONDON BRIDGE,Mainline Stn,Public Order (Serious),1
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),24
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),1
LONDON BRIDGE,Mainline Stn,Fraud (Less Serious),5
LONDON BRIDGE,Mainline Stn,Other (Less Serious),1
LONDON BRIDGE,TfL Stn,Violence,6
LONDON BRIDGE,TfL Stn,Violence,1
LONDON BRIDGE,TfL Stn,Violence,1
LONDON BRIDGE,TfL Stn,Violence,1
LONDON BRIDGE,TfL Stn,Sex,3
LONDON BRIDGE,TfL Stn,Sex,6
LONDON BRIDGE,TfL Stn,Theft of Passenger Property,50
LONDON BRIDGE,TfL Stn,Theft of Passenger Property,8
LONDON BRIDGE,TfL Stn,Public Order (Serious),4
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),5
LONDON BRIDGE,TfL Stn,Fraud (Less Serious),5
LONDON BRIDGE,TfL Stn,Drugs,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,16
LONDON BRIDGE,Mainline Stn,Violence,4
LONDON BRIDGE,Mainline Stn,Violence,18
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,3
LONDON BRIDGE,Mainline Stn,Violence,2
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Violence,1
LONDON BRIDGE,Mainline Stn,Weapons,2
LONDON BRIDGE,Mainline Stn,Sex,1
LONDON BRIDGE,Mainline Stn,Sex,1
LONDON BRIDGE,Mainline Stn,Sex,2
LONDON BRIDGE,Mainline Stn,Graffiti,1
LONDON BRIDGE,Mainline Stn,Line of Route (Serious),1
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,18
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,1
LONDON BRIDGE,Mainline Stn,Theft of Passenger Property,13
LONDON BRIDGE,Mainline Stn,Pedal Cycle,4
LONDON BRIDGE,Mainline Stn,Burglary & Theft Railway,3
LONDON BRIDGE,Mainline Stn,Burglary & Theft Railway,8
LONDON BRIDGE,Mainline Stn,Public Order (Serious),1
LONDON BRIDGE,Mainline Stn,Public Order (Serious),3
LONDON BRIDGE,Mainline Stn,Public Order (Serious),8
LONDON BRIDGE,Mainline Stn,Public Order (Serious),8
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),14
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),4
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),20
LONDON BRIDGE,Mainline Stn,Public Order (Less Serious),4
LONDON BRIDGE,Mainline Stn,Fraud (Serious),1
LONDON BRIDGE,Mainline Stn,Fraud (Serious),1
LONDON BRIDGE,Mainline Stn,Fraud (Less Serious),5
LONDON BRIDGE,Mainline Stn,Fraud (Less Serious),18
LONDON BRIDGE,Mainline Stn,Drugs,8
LONDON BRIDGE,Mainline Stn,Drugs,1
LONDON BRIDGE,Mainline Stn,Drugs,1
LONDON BRIDGE,Mainline Stn,Drugs,1
LONDON BRIDGE,Mainline Stn,Drugs,1
LONDON BRIDGE,Mainline Stn,Drugs,2
LONDON BRIDGE,Mainline Stn,Other (Serious),1
LONDON BRIDGE,Mainline Stn,Other (Serious),1
LONDON BRIDGE,Mainline Stn,Other (Serious),2
LONDON BRIDGE,Mainline Stn,Other (Less Serious),1
LONDON BRIDGE,Mainline Stn,Other (Less Serious),1
LONDON BRIDGE,Mainline Stn,Other (Less Serious),1
LONDON BRIDGE,Mainline Stn,Other (Less Serious),1
LONDON BRIDGE,Mainline Stn,Other (Less Serious),1
LONDON BRIDGE,TfL Stn,Violence,4
LONDON BRIDGE,TfL Stn,Violence,3
LONDON BRIDGE,TfL Stn,Violence,21
LONDON BRIDGE,TfL Stn,Violence,2
LONDON BRIDGE,TfL Stn,Violence,1
LONDON BRIDGE,TfL Stn,Violence,7
LONDON BRIDGE,TfL Stn,Violence,2
LONDON BRIDGE,TfL Stn,Sex,1
LONDON BRIDGE,TfL Stn,Sex,2
LONDON BRIDGE,TfL Stn,Sex,1
LONDON BRIDGE,TfL Stn,Theft of Passenger Property,10
LONDON BRIDGE,TfL Stn,Theft of Passenger Property,4
LONDON BRIDGE,TfL Stn,Burglary & Theft Railway,3
LONDON BRIDGE,TfL Stn,Theft Cable & Plant,1
LONDON BRIDGE,TfL Stn,Public Order (Serious),3
LONDON BRIDGE,TfL Stn,Public Order (Serious),1
LONDON BRIDGE,TfL Stn,Public Order (Serious),5
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),3
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),7
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),8
LONDON BRIDGE,TfL Stn,Public Order (Less Serious),1
LONDON BRIDGE,TfL Stn,Fraud (Serious),2
LONDON BRIDGE,TfL Stn,Fraud (Less Serious),10
LONDON BRIDGE,TfL Stn,Fraud (Less Serious),1
LONDON BRIDGE,TfL Stn,Fraud (Less Serious),21
LONDON BRIDGE,TfL Stn,Drugs,3
LONDON BRIDGE,TfL Stn,Drugs,1
LONDON BRIDGE,TfL Stn,Other (Less Serious),1
LONDON CITY AIRPORT,DLR Stn,Theft of Passenger Property,1
LONDON CITY AIRPORT,DLR Stn,Public Order (Less Serious),1
LONDON CITY AIRPORT,DLR Stn,Violence,3
LONDON CITY AIRPORT,DLR Stn,Theft of Passenger Property,4
LONDON CITY AIRPORT,DLR Stn,Theft of Passenger Property,1
LONDON CITY AIRPORT,DLR Stn,Fraud (Less Serious),1
LONDON CITY AIRPORT,DLR Stn,Violence,2
LONDON CITY AIRPORT,DLR Stn,Violence,1
LONDON FIELDS,Mainline Stn,Graffiti,4
LONDON FIELDS,Mainline Stn,Theft of Passenger Property,1
LONDON FIELDS,Mainline Stn,Theft of Passenger Property,1
LONDON FIELDS,Mainline Stn,Public Order (Less Serious),1
LONDON ROAD DEPOT,TfL Stn,Graffiti,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Line of Route (Less Serious),1
LOUGHBOROUGH JUNCTION,Mainline Stn,Drugs,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Other (Serious),1
LOUGHBOROUGH JUNCTION,Mainline Stn,Violence,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Sex,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Public Order (Less Serious),3
LOUGHBOROUGH JUNCTION,Mainline Stn,Fraud (Less Serious),1
LOUGHBOROUGH JUNCTION,Mainline Stn,Violence,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Weapons,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Theft of Passenger Property,1
LOUGHBOROUGH JUNCTION,Mainline Stn,Public Order (Serious),1
LOUGHBOROUGH JUNCTION,Mainline Stn,Public Order (Less Serious),1
LOUGHBOROUGH JUNCTION,Mainline Stn,Other (Less Serious),1
LOWER SYDENHAM,Mainline Stn,Line of Route (Serious),1
LOWER SYDENHAM,Mainline Stn,Sex,1
LOWER SYDENHAM,Mainline Stn,Theft of Passenger Property,3
LOWER SYDENHAM,Mainline Stn,Violence,1
LOWER SYDENHAM,Mainline Stn,Violence,1
LOWER SYDENHAM,Mainline Stn,Criminal Damage,1
LOWER SYDENHAM,Mainline Stn,Public Order (Less Serious),2
MAIDA VALE,TfL Stn,Theft of Passenger Property,1
MAIDA VALE,TfL Stn,Public Order (Less Serious),1
MAIDA VALE,TfL Stn,Fraud (Less Serious),1
MAIDA VALE,TfL Stn,Violence,1
MAIDA VALE,TfL Stn,Line of Route (Serious),1
MAIDA VALE,TfL Stn,Public Order (Serious),1
MAIDA VALE,TfL Stn,Fraud (Less Serious),1
MALDEN MANOR,Mainline Stn,Violence,1
MALDEN MANOR,Mainline Stn,Line of Route (Less Serious),1
MALDEN MANOR,Mainline Stn,Line of Route (Serious),2
MALDEN MANOR,Mainline Stn,Violence,1
MALDEN MANOR,Mainline Stn,Violence,1
MALDEN MANOR,Mainline Stn,Violence,1
MALDEN MANOR,Mainline Stn,Graffiti,2
MALDEN MANOR,Mainline Stn,Burglary & Theft Railway,1
MANOR HOUSE,TfL Stn,Line of Route (Less Serious),1
MANOR HOUSE,TfL Stn,Theft of Passenger Property,2
MANOR HOUSE,TfL Stn,Public Order (Less Serious),1
MANOR HOUSE,TfL Stn,Fraud (Less Serious),1
MANOR HOUSE,TfL Stn,Sex,1
MANOR HOUSE,TfL Stn,Theft of Passenger Property,8
MANOR HOUSE,TfL Stn,Theft of Passenger Property,2
MANOR HOUSE,TfL Stn,Public Order (Less Serious),2
MANOR HOUSE,TfL Stn,Other (Less Serious),2
MANOR HOUSE,TfL Stn,Violence,1
MANOR HOUSE,TfL Stn,Sex,1
MANOR HOUSE,TfL Stn,Theft of Passenger Property,3
MANOR HOUSE,TfL Stn,Theft of Passenger Property,1
MANOR HOUSE,TfL Stn,Robbery,1
MANOR HOUSE,TfL Stn,Burglary & Theft Railway,1
MANOR HOUSE,TfL Stn,Public Order (Serious),1
MANOR HOUSE,TfL Stn,Public Order (Serious),1
MANOR HOUSE,TfL Stn,Public Order (Less Serious),6
MANOR HOUSE,TfL Stn,Public Order (Less Serious),1
MANOR HOUSE,TfL Stn,Public Order (Less Serious),1
MANOR HOUSE,TfL Stn,Drugs,1
MANOR PARK,Mainline Stn,Graffiti,1
MANOR PARK,Mainline Stn,Line of Route (Less Serious),4
MANOR PARK,Mainline Stn,Other (Less Serious),1
MANOR PARK,Mainline Stn,Violence,2
MANOR PARK,Mainline Stn,Sex,1
MANOR PARK,Mainline Stn,Theft of Passenger Property,1
MANOR PARK,Mainline Stn,Theft Cable & Plant,1
MANOR PARK,Mainline Stn,Public Order (Serious),2
MANOR PARK,Mainline Stn,Public Order (Less Serious),4
MANOR PARK,Mainline Stn,Fraud (Less Serious),1
MANOR PARK,Mainline Stn,Violence,6
MANOR PARK,Mainline Stn,Violence,1
MANOR PARK,Mainline Stn,Violence,1
MANOR PARK,Mainline Stn,Graffiti,2
MANOR PARK,Mainline Stn,Theft of Passenger Property,2
MANOR PARK,Mainline Stn,Robbery,2
MANOR PARK,Mainline Stn,Public Order (Serious),1
MANOR PARK,Mainline Stn,Public Order (Serious),1
MANOR PARK,Mainline Stn,Public Order (Less Serious),1
MANOR PARK,Mainline Stn,Fraud (Less Serious),2
MANOR PARK,Mainline Stn,Drugs,1
MANOR PARK,Mainline Stn,Drugs,1
MANOR PARK,Mainline Stn,Other (Serious),1
MANSION HOUSE,TfL Stn,Line of Route (Less Serious),1
MANSION HOUSE,TfL Stn,Public Order (Less Serious),1
MANSION HOUSE,TfL Stn,Theft of Passenger Property,2
MANSION HOUSE,TfL Stn,Theft of Passenger Property,2
MANSION HOUSE,TfL Stn,Violence,1
MANSION HOUSE,TfL Stn,Theft of Passenger Property,1
MANSION HOUSE,TfL Stn,Public Order (Less Serious),2
MANSION HOUSE,TfL Stn,Public Order (Less Serious),1
MANSION HOUSE,TfL Stn,Fraud (Less Serious),1
MARBLE ARCH,TfL Stn,Violence,1
MARBLE ARCH,TfL Stn,Violence,2
MARBLE ARCH,TfL Stn,Theft of Passenger Property,12
MARBLE ARCH,TfL Stn,Violence,1
MARBLE ARCH,TfL Stn,Sex,1
MARBLE ARCH,TfL Stn,Line of Route (Serious),1
MARBLE ARCH,TfL Stn,Theft of Passenger Property,8
MARBLE ARCH,TfL Stn,Theft of Passenger Property,2
MARBLE ARCH,TfL Stn,Robbery,1
